Review_ID,Rating,Year,Month,Reviewer_Location,Branch
453700872,5,2023,1,Canada,California
453710706,1,2023,1,United Kingdom,Paris
453794964,5,2023,1,Canada,California
453818219,5,2023,1,Malaysia,HongKong
453872625,4,2023,1,United States,California
453925622,5,2023,1,Australia,California
453962047,5,2023,1,United States,California
453971408,3,2023,1,United Kingdom,HongKong
453971798,5,2023,1,United Kingdom,Paris
454018837,3,2023,1,Australia,Paris
454046407,5,2023,1,New Zealand,California
454075003,3,2023,1,Australia,California
454114965,5,2023,1,United States,California
454126294,4,2023,1,United Kingdom,Paris
454154787,5,2023,1,United States,California
454159705,4,2023,1,Maldives,HongKong
454184230,5,2023,1,India,HongKong
454215570,5,2023,1,Belgium,Paris
454226822,3,2023,1,Australia,HongKong
454275284,5,2023,1,United States,California
454321054,5,2023,1,New Zealand,California
454391249,5,2023,1,United States,HongKong
454396896,4,2023,1,United States,California
454407767,5,2023,1,Australia,California
454522005,4,2023,1,United States,California
454593866,4,2023,1,Ireland,Paris
454621807,5,2023,1,United States,California
454634036,5,2023,1,United States,Paris
454634820,4,2023,1,New Zealand,California
454641429,3,2023,1,Germany,Paris
454645750,5,2023,1,Australia,HongKong
454678571,3,2023,1,Thailand,Paris
454711163,3,2023,1,United Kingdom,Paris
454793165,4,2023,1,United States,California
454824640,5,2023,1,United Kingdom,HongKong
454836394,5,2023,1,India,HongKong
454977627,5,2023,1,United States,California
454992690,5,2023,1,Canada,California
455051933,5,2023,1,United States,California
455094289,2,2023,1,United States,California
455094548,5,2023,1,United States,California
455098731,5,2023,1,United States,California
455099287,5,2023,1,Norway,HongKong
455185569,1,2023,1,United States,California
455223531,3,2023,1,United Kingdom,Paris
455267996,4,2023,1,United States,California
455272328,4,2023,1,Canada,California
455273034,5,2023,1,United States,California
455276748,5,2023,1,Australia,California
455312683,5,2023,1,United States,California
455315027,5,2023,1,Canada,California
455318888,5,2023,1,Australia,HongKong
455341048,5,2023,1,Germany,Paris
455356869,5,2023,1,Australia,HongKong
455359459,4,2023,1,China,HongKong
455376892,5,2023,1,United States,California
455382128,5,2023,1,United States,California
455483288,4,2023,1,Canada,California
455493922,4,2023,1,United States,California
455502091,4,2023,1,Vanuatu,California
455512027,5,2023,1,Australia,California
455541947,3,2023,1,Philippines,California
455551136,3,2023,1,Germany,HongKong
455610330,5,2023,1,United States,California
455649545,4,2023,1,Israel,Paris
455675907,4,2023,1,United States,HongKong
455700032,5,2023,1,United States,California
455715376,3,2023,1,United Kingdom,Paris
455749202,5,2023,1,Australia,HongKong
455760665,5,2023,1,United States,California
455785252,5,2023,1,United States,California
455786086,4,2023,1,India,California
455787304,4,2023,1,Singapore,HongKong
455804502,5,2023,1,United States,California
455806838,5,2023,1,New Zealand,California
455883516,5,2023,1,Singapore,HongKong
455927827,5,2023,1,India,HongKong
455956724,5,2023,1,India,Paris
455958000,3,2023,1,United States,California
455992029,5,2023,1,Ireland,Paris
455999400,5,2023,1,United States,California
456048388,5,2023,1,United States,California
456059667,4,2023,1,United States,California
456065008,5,2023,1,United States,California
456068479,5,2023,1,United States,California
456068686,4,2023,1,United States,Paris
456094580,5,2023,1,Hong Kong,HongKong
456104653,5,2023,1,Australia,California
456163382,5,2023,1,Canada,California
456189662,5,2023,1,United Arab Emirates,HongKong
456220258,5,2023,1,United Kingdom,Paris
456229455,3,2023,1,United States,California
456252958,2,2023,1,United States,California
456255000,5,2023,1,Taiwan,California
456267066,5,2023,1,United States,California
456308774,4,2023,1,United States,California
456316115,3,2023,2,United States,California
456426703,3,2023,1,United States,California
456464774,4,2023,1,United States,California
456527643,5,2023,1,United States,California
456537061,5,2023,2,United States,California
456540540,5,2023,1,United Kingdom,Paris
456546480,5,2023,1,United States,California
456548366,5,2023,1,United Kingdom,Paris
456610458,1,2023,2,Mongolia,HongKong
456616073,5,2023,1,United States,California
456623878,5,2023,1,Singapore,Paris
456626827,3,2023,1,Singapore,HongKong
456628791,5,2023,1,Chile,Paris
456633333,5,2023,1,United Kingdom,Paris
456665696,4,2023,2,Indonesia,HongKong
456718339,4,2023,1,Canada,HongKong
456759262,5,2023,2,United States,California
456793736,4,2023,1,Australia,California
456820319,5,2023,1,Indonesia,HongKong
456879595,4,2023,2,Australia,HongKong
456928354,5,2023,2,Canada,California
456934894,5,2023,1,United States,Paris
456971575,5,2023,1,Czechia,California
456992043,3,2023,1,United States,California
456993003,2,2023,1,Australia,California
457029911,5,2023,1,New Zealand,California
457031885,4,2023,1,United States,HongKong
457036306,5,2023,2,South Korea,California
457037821,4,2023,1,United States,California
457048840,4,2023,1,Philippines,HongKong
457068506,5,2023,2,Australia,HongKong
457135623,5,2023,1,United States,California
457142719,4,2023,1,United States,California
457145445,3,2023,2,Canada,California
457185667,4,2023,1,United States,California
457256412,3,2023,1,New Zealand,California
457321293,5,2023,2,Singapore,HongKong
457326844,5,2023,2,United Kingdom,Paris
457362523,4,2023,1,Canada,California
457367943,5,2023,1,Australia,California
457372128,4,2023,2,United States,California
457386106,5,2023,2,Ireland,Paris
457409797,5,2023,1,United States,California
457410405,4,2023,2,United States,Paris
457418786,4,2023,1,United Kingdom,Paris
457481068,4,2023,2,Canada,California
457507244,4,2023,1,United States,HongKong
457552739,4,2023,1,United Kingdom,Paris
457566433,5,2023,2,United Kingdom,Paris
457605654,2,2023,1,Philippines,HongKong
457611919,5,2023,1,United States,California
457638574,4,2023,2,United States,California
457696129,5,2023,2,Australia,HongKong
457704719,5,2023,1,United States,California
457716578,4,2023,2,China,HongKong
457718236,5,2023,1,United States,California
457751196,4,2023,2,Philippines,HongKong
457959342,5,2023,1,Philippines,HongKong
457985042,5,2023,2,United States,California
457993639,5,2023,2,United States,California
458047131,5,2023,2,United Kingdom,Paris
458077106,5,2023,2,United States,California
458125232,5,2023,2,United States,California
458176207,5,2023,1,United States,California
458200586,5,2023,2,Australia,HongKong
458252779,5,2023,1,Australia,California
458291279,5,2023,2,United Kingdom,Paris
458303661,5,2023,2,United States,California
458335257,5,2023,1,Mexico,California
458378320,5,2023,2,Argentina,California
458395310,2,2023,1,Australia,California
458439009,5,2023,2,Philippines,HongKong
458488246,5,2023,1,United Kingdom,Paris
458498724,5,2023,2,Canada,California
458504037,3,2023,2,United States,Paris
458510049,3,2023,2,United Kingdom,Paris
458581766,5,2023,1,United States,California
458582900,5,2023,2,United States,California
458583944,5,2023,1,Poland,California
458598354,3,2023,2,United States,Paris
458605828,3,2023,2,Canada,California
458616560,5,2023,2,United States,California
458623755,3,2023,2,United Kingdom,Paris
458628869,3,2023,2,Hong Kong,HongKong
458675377,5,2023,2,United States,California
458729672,5,2023,2,United Kingdom,HongKong
458785876,3,2023,2,Hong Kong,HongKong
458792466,4,2023,2,New Zealand,California
458804652,5,2023,1,New Zealand,California
458806634,5,2023,2,United Kingdom,California
458815394,5,2023,2,United States,California
458815455,5,2023,2,United States,HongKong
458884594,5,2023,2,United Kingdom,Paris
458964471,5,2023,1,Australia,HongKong
458998868,4,2023,2,United Kingdom,Paris
459017560,5,2023,2,Canada,California
459018481,4,2023,1,United States,HongKong
459064820,2,2023,2,United Kingdom,Paris
459116075,3,2023,2,Uruguay,HongKong
459118509,5,2023,2,Malta,Paris
459135418,5,2023,2,United Kingdom,Paris
459163198,5,2023,1,Canada,California
459180613,3,2023,2,United States,California
459214541,5,2023,1,United Kingdom,Paris
459244758,4,2023,2,United Kingdom,Paris
459280608,4,2023,2,Belgium,Paris
459282404,4,2023,2,United Kingdom,Paris
459284784,5,2023,2,United Kingdom,Paris
459323543,3,2023,2,Turkey,Paris
459343488,4,2023,2,United Kingdom,Paris
459359560,5,2023,2,United Kingdom,Paris
459359826,2,2023,2,Switzerland,Paris
459371491,5,2023,2,United States,California
459381703,5,2023,1,New Zealand,California
459391580,5,2023,1,United States,California
459409615,4,2023,1,United States,Paris
459460063,4,2023,1,Philippines,HongKong
459463028,5,2023,2,United States,California
459477169,4,2023,2,Singapore,HongKong
459486152,5,2023,2,United States,California
459494956,5,2023,1,Australia,HongKong
459499094,2,2023,2,United States,California
459518682,5,2023,1,India,HongKong
459561003,4,2023,2,Hong Kong,HongKong
459579385,5,2023,2,United Kingdom,Paris
459597807,5,2023,2,United Kingdom,Paris
459605962,4,2023,2,United Kingdom,Paris
459624609,5,2023,1,Chile,California
459707192,5,2023,2,United States,California
459711096,5,2023,2,Belgium,Paris
459741177,5,2023,1,Philippines,HongKong
459749662,5,2023,2,United States,California
459805963,4,2023,2,United States,California
459840519,2,2023,1,United States,California
459846631,5,2023,2,United Kingdom,Paris
459858962,2,2023,2,Canada,HongKong
459914998,5,2023,2,Australia,California
459925278,5,2023,1,Hong Kong,HongKong
459931514,5,2023,2,United Kingdom,Paris
460122697,5,2023,1,United States,California
460128938,5,2023,1,United States,California
460167719,5,2023,2,United Kingdom,Paris
460182446,4,2023,2,United States,California
460190448,5,2023,2,United Kingdom,Paris
460200424,4,2023,2,United Kingdom,Paris
460244459,3,2023,2,United States,California
460277518,2,2023,2,India,HongKong
460308357,4,2023,2,United States,Paris
460319980,4,2023,1,Australia,California
460375365,4,2023,1,United Kingdom,Paris
460384427,3,2023,2,United Kingdom,Paris
460384928,4,2023,2,United Kingdom,Paris
460444826,1,2023,2,United Kingdom,Paris
460446229,5,2023,2,United Kingdom,Paris
460468759,4,2023,2,United Kingdom,Paris
460500517,4,2023,2,United Kingdom,Paris
460503256,4,2023,2,United States,Paris
460504093,5,2023,2,United States,California
460504376,4,2023,2,Australia,Paris
460511950,5,2023,2,Philippines,HongKong
460514324,5,2023,2,United Kingdom,Paris
460522485,1,2023,2,United Kingdom,Paris
460536660,4,2023,2,United States,California
460545580,4,2023,2,Indonesia,HongKong
460581827,5,2023,1,United Kingdom,Paris
460632483,5,2023,2,United Kingdom,Paris
460664578,5,2023,2,United Kingdom,Paris
460672238,5,2023,1,United States,California
460682123,5,2023,1,United States,California
460682485,2,2023,2,United Kingdom,Paris
460688292,3,2023,2,United Kingdom,Paris
460718453,5,2023,2,United States,California
460733953,5,2023,2,Chile,Paris
460737241,5,2023,2,United States,California
460737442,1,2023,2,United States,California
460750935,3,2023,2,United Kingdom,Paris
460763407,4,2023,2,United States,California
460770618,3,2023,2,United Kingdom,Paris
460794092,5,2023,2,United States,California
460806682,5,2023,1,United States,California
460820777,4,2023,2,New Zealand,Paris
460831559,2,2023,2,Latvia,Paris
460856217,5,2023,2,United Kingdom,Paris
460865274,5,2023,2,Australia,California
460877217,4,2023,2,United Kingdom,Paris
460890855,5,2023,2,United Kingdom,Paris
460892184,5,2023,2,Thailand,HongKong
460909112,4,2023,2,United Kingdom,Paris
460918603,3,2023,2,Japan,HongKong
460931647,5,2023,2,United States,California
460989876,4,2023,2,United Kingdom,Paris
460994590,4,2023,2,United Kingdom,Paris
460995477,3,2023,2,United States,California
461015927,4,2023,2,United States,Paris
461033162,4,2023,2,United States,California
461033944,4,2023,2,United States,California
461040681,5,2023,2,Singapore,HongKong
461041194,5,2023,2,United States,California
461043516,5,2023,2,Australia,California
461046637,5,2023,2,United States,California
461059972,2,2023,2,United Kingdom,Paris
461068825,5,2023,2,Malaysia,HongKong
461123271,5,2023,2,Hong Kong,HongKong
461127969,3,2023,2,United Kingdom,HongKong
461134362,4,2023,2,United Kingdom,Paris
461139420,4,2023,2,Singapore,HongKong
461156148,5,2023,2,Thailand,HongKong
461190755,3,2023,2,United Kingdom,Paris
461270787,4,2023,2,Canada,HongKong
461300837,5,2023,2,United States,California
461308650,5,2023,2,Australia,HongKong
461311854,5,2023,2,United States,California
461331486,5,2023,2,Australia,Paris
461334873,2,2023,2,Singapore,HongKong
461370895,4,2023,2,United Kingdom,Paris
461381868,5,2023,2,United Kingdom,Paris
461447601,5,2023,2,United Kingdom,Paris
461461606,5,2023,2,United States,California
461488028,4,2023,2,United Kingdom,Paris
461514711,5,2023,1,United Kingdom,Paris
461520744,4,2023,2,United Kingdom,Paris
461545594,5,2023,2,United States,California
461555037,4,2023,2,United States,Paris
461564123,5,2023,2,United Kingdom,Paris
461594074,5,2023,1,New Zealand,Paris
461604974,4,2023,2,United States,California
461615917,5,2023,2,Malaysia,HongKong
461616127,3,2023,2,India,HongKong
461662411,5,2023,2,United States,Paris
461677727,5,2023,1,United Kingdom,Paris
461685672,5,2023,2,United Kingdom,Paris
461732441,5,2023,2,United Kingdom,Paris
461742296,4,2023,1,United Kingdom,HongKong
461775645,3,2023,2,United States,California
461820264,4,2023,2,Australia,California
461864134,5,2023,1,Australia,California
461875557,4,2023,2,Australia,California
461881811,4,2023,2,United Kingdom,Paris
461890810,5,2023,2,India,HongKong
461910845,5,2023,2,Qatar,HongKong
461934564,5,2023,2,Philippines,HongKong
461990955,3,2023,2,United Kingdom,Paris
461991689,4,2023,2,Italy,HongKong
462003792,1,2023,2,United Kingdom,Paris
462006463,5,2023,2,United Kingdom,Paris
462018089,3,2023,2,United States,HongKong
462022696,5,2023,2,United States,California
462024012,3,2023,2,Netherlands,Paris
462046805,4,2023,2,United Kingdom,Paris
462059307,4,2023,2,United States,California
462108339,5,2023,2,United Kingdom,Paris
462121957,5,2023,2,Philippines,HongKong
462122625,3,2023,2,Australia,Paris
462131022,3,2023,2,United States,California
462140234,5,2023,2,United States,HongKong
462142188,5,2023,2,United Kingdom,California
462194282,4,2023,1,France,Paris
462245334,2,2023,2,United Kingdom,Paris
462251927,3,2023,2,United States,California
462276807,2,2023,2,Netherlands,Paris
462318684,5,2023,2,United States,California
462336507,3,2023,2,Vietnam,California
462336605,4,2023,2,Ireland,Paris
462338089,4,2023,1,Australia,California
462352956,4,2023,2,Philippines,HongKong
462380774,3,2023,2,Canada,California
462401760,5,2023,2,United States,California
462405236,5,2023,2,United Kingdom,Paris
462426282,2,2023,2,India,Paris
462446490,2,2023,1,United Kingdom,Paris
462474645,4,2023,2,United Kingdom,Paris
462521715,3,2023,2,United Kingdom,Paris
462534364,5,2023,2,United Kingdom,Paris
462548985,4,2023,2,Thailand,HongKong
462550574,3,2023,2,France,Paris
462550832,5,2023,2,Panama,California
462581540,5,2023,2,United States,California
462622254,2,2023,2,United Kingdom,Paris
462636729,5,2023,2,United Kingdom,HongKong
462641384,5,2023,2,United Kingdom,Paris
462642391,5,2023,2,United Kingdom,Paris
462651399,5,2023,2,United Kingdom,Paris
462693664,5,2023,2,Indonesia,HongKong
462700820,5,2023,2,United Kingdom,Paris
462704951,5,2023,2,United Kingdom,Paris
462730542,2,2023,2,United Kingdom,Paris
462748568,4,2023,2,United Kingdom,California
462753176,4,2023,2,United States,California
462754062,5,2023,2,United Kingdom,Paris
462781246,5,2023,2,United Kingdom,Paris
462810757,4,2023,1,Australia,Paris
462813738,4,2023,2,United States,California
462820078,1,2023,2,Denmark,California
462827077,1,2023,2,United States,California
462827246,5,2023,1,Singapore,HongKong
462884634,3,2023,2,Singapore,HongKong
462887443,3,2023,2,United Kingdom,Paris
462897446,5,2023,2,United Kingdom,Paris
462919757,4,2023,2,United States,California
462996657,2,2023,2,Canada,California
463005619,5,2023,2,India,California
463007087,5,2023,2,United States,California
463029780,4,2023,2,United Kingdom,Paris
463046315,4,2023,2,Canada,California
463076018,4,2023,2,Indonesia,HongKong
463088187,2,2023,2,Canada,California
463118256,2,2023,2,Thailand,HongKong
463118979,5,2023,2,United Kingdom,HongKong
463170141,5,2023,2,United Kingdom,Paris
463194106,5,2023,2,United States,California
463236712,5,2023,2,United States,California
463248659,5,2023,2,United States,California
463279754,1,2023,2,United Kingdom,Paris
463291758,5,2023,2,United Kingdom,Paris
463308005,5,2023,2,Canada,California
463309729,5,2023,2,United States,California
463316226,5,2023,2,United States,California
463331371,2,2023,2,Canada,California
463348937,4,2023,2,Canada,California
463353368,5,2023,2,Canada,California
463395867,3,2023,2,United Kingdom,Paris
463396228,4,2023,2,United Kingdom,Paris
463408167,5,2023,2,United Kingdom,Paris
463495373,5,2023,2,United Kingdom,Paris
463514124,2,2023,2,United States,California
463532729,3,2023,2,United Kingdom,Paris
463547712,4,2023,2,United Kingdom,Paris
463609843,4,2023,2,Australia,HongKong
463619322,5,2023,2,Philippines,HongKong
463630297,5,2023,2,United Kingdom,Paris
463640052,3,2023,2,United States,HongKong
463660827,5,2023,2,United Kingdom,Paris
463770647,5,2023,2,United States,California
463778669,5,2023,2,United Kingdom,California
463792092,5,2023,2,United States,California
463840554,5,2023,2,United States,California
463843180,5,2023,1,Ireland,Paris
463854718,5,2023,2,United Kingdom,Paris
463859472,1,2023,2,United States,California
463860297,5,2023,2,Sweden,Paris
463884450,5,2023,1,United States,Paris
463907393,5,2023,2,Canada,California
463925408,5,2023,2,Australia,California
463931489,4,2023,2,Singapore,HongKong
463933047,5,2023,2,Estonia,HongKong
464159097,5,2023,3,United States,California
464168930,4,2023,2,Thailand,HongKong
464179170,5,2023,3,Canada,California
464179540,5,2023,2,United States,California
464185736,5,2023,2,United States,California
464205088,4,2023,2,United Kingdom,Paris
464229241,2,2023,3,United States,Paris
464237804,5,2023,3,United Kingdom,Paris
464257839,5,2023,3,United Kingdom,Paris
464275471,4,2023,3,Indonesia,HongKong
464286240,5,2023,2,United Kingdom,HongKong
464307599,4,2023,2,United States,California
464315372,1,2023,2,United Kingdom,Paris
464369357,5,2023,2,Canada,California
464387924,4,2023,2,New Zealand,California
464467603,4,2023,2,Spain,HongKong
464484513,4,2023,2,United Kingdom,HongKong
464495826,5,2023,3,New Zealand,HongKong
464497210,5,2023,2,United Kingdom,Paris
464527128,1,2023,3,Guatemala,Paris
464536243,5,2023,2,United States,California
464543316,5,2023,3,Ireland,Paris
464558294,5,2023,2,United Kingdom,Paris
464560080,5,2023,2,United Kingdom,Paris
464571063,5,2023,2,United States,California
464587012,4,2023,3,Italy,HongKong
464590351,3,2023,2,France,HongKong
464609348,5,2023,1,Australia,California
464622282,5,2023,1,Australia,HongKong
464627506,5,2023,3,United States,California
464633783,3,2023,3,Australia,HongKong
464641652,5,2023,2,Australia,California
464643266,5,2023,2,Australia,HongKong
464646134,3,2023,2,United States,California
464650649,5,2023,2,United States,California
464660142,5,2023,1,Australia,California
464660479,5,2023,2,New Zealand,California
464670757,2,2023,2,United Kingdom,Paris
464695325,2,2023,3,Australia,California
464707108,4,2023,2,Philippines,HongKong
464724588,5,2023,1,Belgium,Paris
464761511,3,2023,3,United States,California
464799851,5,2023,1,Uruguay,California
464867175,5,2023,1,Brazil,California
464892719,5,2023,3,United States,California
464900953,3,2023,1,United States,California
464906613,5,2023,2,Sri Lanka,Paris
464910643,5,2023,1,Canada,California
464961135,2,2023,2,United Kingdom,Paris
465002659,5,2023,2,United States,California
465026417,5,2023,3,United States,California
465083188,4,2023,2,United States,California
465125601,5,2023,2,Australia,California
465132172,3,2023,2,Canada,California
465132352,5,2023,2,Australia,Paris
465144305,5,2023,2,United Kingdom,Paris
465157615,1,2023,3,United Kingdom,Paris
465171726,5,2023,3,Malaysia,HongKong
465272408,1,2023,3,United Kingdom,Paris
465309564,2,2023,3,United Kingdom,Paris
465325360,4,2023,3,United States,California
465400066,2,2023,3,United States,California
465414283,5,2023,2,United States,California
465435809,4,2023,2,Singapore,HongKong
465450247,4,2023,3,Singapore,HongKong
465465317,5,2023,2,Australia,HongKong
465491448,5,2023,3,United States,California
465516935,4,2023,3,United Kingdom,Paris
465576754,4,2023,3,India,HongKong
465580626,4,2023,1,United Kingdom,HongKong
465595918,5,2023,3,United States,California
465597776,5,2023,2,United States,California
465671002,4,2023,2,United Kingdom,California
465698908,5,2023,3,United States,HongKong
465705683,4,2023,3,United States,California
465707625,4,2023,2,Australia,HongKong
465783596,5,2023,3,Canada,California
465913453,5,2023,3,Sweden,Paris
465928751,1,2023,3,Hong Kong,HongKong
465941649,4,2023,3,United States,California
465969346,5,2023,1,United States,California
465975300,5,2023,3,Ireland,Paris
465986639,5,2023,2,United Kingdom,Paris
465997015,5,2023,2,United Kingdom,Paris
466015697,5,2023,3,United Kingdom,Paris
466050146,3,2023,3,United States,California
466071146,5,2023,3,United Kingdom,Paris
466135807,5,2023,2,United Kingdom,Paris
466143629,5,2023,2,United Kingdom,Paris
466160224,4,2023,3,Australia,California
466167527,4,2023,2,Australia,HongKong
466173869,3,2023,3,United States,California
466282029,5,2023,3,United Kingdom,Paris
466348630,5,2023,3,United Kingdom,Paris
466365647,5,2023,2,United States,California
466379885,5,2023,1,Australia,California
466407605,4,2023,3,United States,California
466457205,1,2023,3,United States,Paris
466475538,4,2023,3,United Kingdom,HongKong
466480986,3,2023,3,Canada,HongKong
466508180,5,2023,3,United Kingdom,Paris
466517665,4,2023,3,United States,Paris
466598080,3,2023,2,United Kingdom,Paris
466617052,3,2023,3,United States,California
466630042,5,2023,2,Australia,California
466642906,3,2023,3,United States,California
466684720,5,2023,3,United States,HongKong
466700461,4,2023,2,China,HongKong
466787577,5,2023,3,Australia,HongKong
466807543,5,2023,2,Philippines,HongKong
466908274,1,2023,3,Ireland,Paris
466972340,3,2023,2,Norway,Paris
466979648,1,2023,3,United Kingdom,Paris
467012846,3,2023,2,United States,California
467020515,5,2023,2,Canada,California
467025852,4,2023,3,United States,HongKong
467044385,3,2023,1,United States,California
467058725,4,2023,3,United States,California
467073023,4,2023,2,United Kingdom,Paris
467103755,3,2023,3,Australia,HongKong
467105055,5,2023,3,United States,California
467119139,5,2023,3,Australia,California
467174166,5,2023,3,United States,Paris
467174885,4,2023,2,United Kingdom,California
467231584,5,2023,3,United Kingdom,Paris
467261430,5,2023,3,Canada,HongKong
467276002,1,2023,3,United Kingdom,Paris
467278780,5,2023,2,United States,California
467302495,3,2023,3,United States,California
467327094,5,2023,1,United States,Paris
467375269,3,2023,3,United Kingdom,Paris
467383498,4,2023,3,United States,California
467392183,5,2023,3,United States,California
467406814,4,2023,3,Netherlands,HongKong
467413943,5,2023,3,United States,California
467477612,3,2023,3,United Kingdom,HongKong
467533621,5,2023,2,Macau,HongKong
467541697,4,2023,3,United Kingdom,Paris
467575723,5,2023,3,United States,California
